HMSL Small Mol HMS LINCS ID,HMSL Small Mol Name,Gene ID,Binding Class,HUGO Gene Symbol
10141-999,Fedratinib,6789,10,STK4
10147-101,Buparlisib,6789,10,STK4
10151-101,Nintedanib,6789,1,STK4
10151-999,Nintedanib,6789,1,STK4
10157-101,Foretinib,6789,3,STK4
10157-999,Foretinib,6789,3,STK4
10159-101,Pelitinib,6789,3,STK4
10162-101,SP600125,6789,10,STK4
10167-101,SB 203580,6789,10,STK4
10167-999,SB 203580,6789,10,STK4
10168-101,VX-745,6789,10,STK4
10168-999,VX-745,6789,10,STK4
10169-101,Doramapimod,6789,10,STK4
10169-999,Doramapimod,6789,10,STK4
10171-101,TGX221,6789,10,STK4
10172-101,GSK1059615,6789,10,STK4
10175-101,Sunitinib,6789,1,STK4
10175-106,Sunitinib,6789,1,STK4
10175-999,Sunitinib,6789,1,STK4
10177-101,Brivanib,6789,10,STK4
10177-999,Brivanib,6789,10,STK4
10181-101,GDC-0879,6789,10,STK4
10181-999,GDC-0879,6789,10,STK4
10182-101,Linifanib,6789,3,STK4
10182-999,Linifanib,6789,3,STK4
10187-101,Ki20227,6789,3,STK4
10187-999,Ki20227,6789,3,STK4
10189-101,Bosutinib,6789,2,STK4
10189-999,Bosutinib,6789,2,STK4
10192-101,KW2449,6789,2,STK4
10192-999,KW2449,6789,2,STK4
10198-101,Vandetanib,6789,10,STK4
10198-999,Vandetanib,6789,10,STK4
10201-101,CH5424802,6789,10,STK4
10206-101,RAF 265,6789,10,STK4
10206-999,RAF 265,6789,10,STK4
10208-101,JNK-IN-5A,6789,10,STK4
10212-101,KIN001-021,6789,10,STK4
10214-101,KIN001-123,6789,10,STK4
10220-101,PKC412,6789,1,STK4
10220-999,PKC412,6789,1,STK4
10223-101,AG1478,6789,10,STK4
10226-101,Tofacitinib,6789,10,STK4
10226-108,Tofacitinib,6789,10,STK4
10226-999,Tofacitinib,6789,10,STK4
10229-101,KU63794,6789,10,STK4
10230-101,Lestaurtinib,6789,1,STK4
10230-999,Lestaurtinib,6789,1,STK4
10232-101,Dactolisib,6789,10,STK4
10233-101,Alpelisib,6789,10,STK4
10255-101,GSK1838705A,6789,10,STK4
10255-999,GSK1838705A,6789,10,STK4
10284-101,Dabrafenib,6789,10,STK4
10285-101,PHA-767491,6789,10,STK4
10286-102,BS-181,6789,10,STK4
10287-101,Dinaciclib,6789,10,STK4
10341-101,HG-14-8-02,6789,10,STK4
10350-101,(s)-CR8,6789,10,STK4
10354-101,Baricitinib,6789,10,STK4
10356-101,5z-7-oxozeaenol,6789,10,STK4
10363-101,JNK-IN-8,6789,10,STK4
10364-101,MRT67307,6789,10,STK4
10401-101,GW2580,6789,10,STK4
10441-101,SB202190,6789,10,STK4
10443-101,Axitinib,6789,3,STK4
10444-101,Cediranib,6789,3,STK4
10001-101,Seliciclib,6790,10,AURKA
10002-101,ALW-II-38-3,6790,10,AURKA
10003-101,ALW-II-49-7,6790,10,AURKA
10004-101,AT-7519,6790,10,AURKA
10004-102,AT-7519,6790,10,AURKA
10004-999,AT-7519,6790,10,AURKA
10008-101,Sorafenib,6790,3,AURKA
10008-104,Sorafenib,6790,3,AURKA
10008-999,Sorafenib,6790,3,AURKA
10010-101,CP724714,6790,10,AURKA
10011-101,Alvocidib,6790,10,AURKA
10011-999,Alvocidib,6790,10,AURKA
10013-101,GSK461364,6790,10,AURKA
10013-999,GSK461364,6790,10,AURKA
10014-101,GW843682X,6790,3,AURKA
10016-101,HG-5-88-01,6790,10,AURKA
10017-101,HG-6-64-01,6790,10,AURKA
10018-101,Neratinib,6790,10,AURKA
10018-999,Neratinib,6790,10,AURKA
10019-101,JW-7-24-1,6790,10,AURKA
10020-101,Dasatinib,6790,3,AURKA
10020-999,Dasatinib,6790,3,AURKA
10021-101,Tozasertib,6790,1,AURKA
10021-999,Tozasertib,6790,1,AURKA
10023-103,Imatinib,6790,10,AURKA
10023-999,Imatinib,6790,10,AURKA
10024-101,NVP-TAE684,6790,1,AURKA
10024-999,NVP-TAE684,6790,1,AURKA
10025-101,CGP60474,6790,10,AURKA
10026-101,PD173074,6790,10,AURKA
10027-101,Crizotinib,6790,2,AURKA
10027-999,Crizotinib,6790,2,AURKA
10028-102,BMS345541,6790,10,AURKA
10028-999,BMS345541,6790,10,AURKA
10036-101,SB 239063,6790,3,AURKA
10037-101,AC220,6790,10,AURKA
10037-999,AC220,6790,10,AURKA
10039-101,WH-4-025,6790,10,AURKA
10040-101,R406,6790,2,AURKA
10040-999,R406,6790,2,AURKA
10041-101,BI-2536,6790,10,AURKA
10041-999,BI-2536,6790,10,AURKA
10042-101,Motesanib,6790,10,AURKA
10042-999,Motesanib,6790,10,AURKA
10043-101,KIN001-127,6790,10,AURKA
10045-101,A443654,6790,10,AURKA
10046-101,SB590885,6790,10,AURKA
10047-101,Pictilisib,6790,10,AURKA
10047-999,Pictilisib,6790,10,AURKA
10048-101,PD184352,6790,10,AURKA
10048-999,PD184352,6790,10,AURKA
10049-101,PLX-4720,6790,10,AURKA
10049-999,PLX-4720,6790,10,AURKA
10050-101,AZ-628,6790,10,AURKA
10051-104,Lapatinib,6790,10,AURKA
10051-999,Lapatinib,6790,10,AURKA
10053-101,ZSTK474,6790,10,AURKA
10056-101,Selumetinib,6790,10,AURKA
10056-999,Selumetinib,6790,10,AURKA
10058-101,CG-930,6790,10,AURKA
10059-101,AZD-6482,6790,10,AURKA
10060-101,TAK-715,6790,3,AURKA
10061-101,NU7441,6790,10,AURKA
10062-101,GSK1070916,6790,2,AURKA
10064-101,WYE-125132,6790,10,AURKA
10065-101,KIN001-220,6790,2,AURKA
10066-101,MLN8054,6790,1,AURKA
10066-999,MLN8054,6790,1,AURKA
10067-101,Barasertib,6790,2,AURKA
10067-999,Barasertib,6790,2,AURKA
10068-101,Vemurafenib,6790,10,AURKA
10069-101,Enzastaurin,6790,10,AURKA
10069-999,Enzastaurin,6790,10,AURKA
10070-101,NPK76-II-72-1,6790,10,AURKA
10071-101,Palbociclib,6790,3,AURKA
10071-102,Palbociclib,6790,3,AURKA
10072-101,PF562271,6790,2,AURKA
10073-101,PHA-793887,6790,10,AURKA
10076-101,QL-XI-92,6790,10,AURKA
10079-101,Torin1,6790,10,AURKA
10080-101,Torin2,6790,10,AURKA
10082-101,WZ-4-145,6790,10,AURKA
10083-101,WZ-7043,6790,10,AURKA
10084-101,WZ3105,6790,10,AURKA
10086-101,XMD11-50,6790,2,AURKA
10087-101,XMD11-85h,6790,10,AURKA
10088-101,XMD13-2,6790,10,AURKA
10089-101,XMD14-99,6790,10,AURKA
10090-101,XMD15-27,6790,10,AURKA
10091-101,XMD16-144,6790,2,AURKA
10092-101,JWE-035,6790,2,AURKA
10093-101,XMD8-85,6790,10,AURKA
10094-101,XMD8-92,6790,10,AURKA
10096-101,ZM-447439,6790,2,AURKA
10097-101,Erlotinib,6790,3,AURKA
10097-102,Erlotinib,6790,3,AURKA
10097-999,Erlotinib,6790,3,AURKA
10098-101,Gefitinib,6790,10,AURKA
10098-999,Gefitinib,6790,10,AURKA
10099-101,Nilotinib,6790,10,AURKA
10099-999,Nilotinib,6790,10,AURKA
10100-101,JNK-9L,6790,10,AURKA
10101-101,PD0325901,6790,10,AURKA
10103-101,Staurosporine,6790,1,AURKA
10103-999,Staurosporine,6790,1,AURKA
10104-101,RO-3306,6790,10,AURKA
10105-101,MPS-1-IN-1,6790,10,AURKA
10114-101,Pazopanib,6790,3,AURKA
10114-102,Pazopanib,6790,3,AURKA
10114-999,Pazopanib,6790,3,AURKA
10120-102,Canertinib,6790,10,AURKA
10120-999,Canertinib,6790,10,AURKA
10123-101,SGX523,6790,10,AURKA
10123-999,SGX523,6790,10,AURKA
10125-101,PHA-665752,6790,10,AURKA
10125-999,PHA-665752,6790,10,AURKA
10126-101,PI103,6790,10,AURKA
10126-102,PI103,6790,10,AURKA
10126-999,PI103,6790,10,AURKA
10128-101,GSK 690693,6790,10,AURKA
10128-999,GSK 690693,6790,10,AURKA
10129-101,Ibrutinib,6790,2,AURKA
10130-101,Masitinib,6790,10,AURKA
10130-999,Masitinib,6790,10,AURKA
10132-101,SNS-032,6790,3,AURKA
10132-999,SNS-032,6790,3,AURKA
10133-101,Afatinib,6790,10,AURKA
10133-999,Afatinib,6790,10,AURKA
10134-101,GSK1904529A,6790,3,AURKA
10135-101,Linsitinib,6790,3,AURKA
10136-101,TPCA-1,6790,2,AURKA
10138-101,Ruxolitinib,6790,3,AURKA
10138-105,Ruxolitinib,6790,3,AURKA
10138-999,Ruxolitinib,6790,3,AURKA
10141-101,Fedratinib,6790,3,AURKA
10141-999,Fedratinib,6790,3,AURKA
10147-101,Buparlisib,6790,10,AURKA
10151-101,Nintedanib,6790,10,AURKA
10151-999,Nintedanib,6790,10,AURKA
10157-101,Foretinib,6790,2,AURKA
10157-999,Foretinib,6790,2,AURKA
10159-101,Pelitinib,6790,10,AURKA
10162-101,SP600125,6790,10,AURKA
10165-101,PF04217903,6790,3,AURKA
10166-101,BAY61-3606,6790,3,AURKA
10166-107,BAY61-3606,6790,3,AURKA
10167-101,SB 203580,6790,10,AURKA
10167-999,SB 203580,6790,10,AURKA
10168-101,VX-745,6790,10,AURKA
10168-999,VX-745,6790,10,AURKA
10169-101,Doramapimod,6790,10,AURKA
10169-999,Doramapimod,6790,10,AURKA
10171-101,TGX221,6790,10,AURKA
10175-101,Sunitinib,6790,3,AURKA
10175-106,Sunitinib,6790,3,AURKA
10175-999,Sunitinib,6790,3,AURKA
10176-101,Y-27632,6790,3,AURKA
10177-101,Brivanib,6790,10,AURKA
10177-999,Brivanib,6790,10,AURKA
10180-101,CHIR-99021,6790,3,AURKA
10181-101,GDC-0879,6790,10,AURKA
10181-999,GDC-0879,6790,10,AURKA
10182-101,Linifanib,6790,3,AURKA
10182-999,Linifanib,6790,3,AURKA
10183-101,BGJ398,6790,10,AURKA
10187-101,Ki20227,6790,3,AURKA
10187-999,Ki20227,6790,3,AURKA
10189-101,Bosutinib,6790,10,AURKA
10189-999,Bosutinib,6790,10,AURKA
10192-101,KW2449,6790,2,AURKA
10192-999,KW2449,6790,2,AURKA
10198-101,Vandetanib,6790,10,AURKA
10198-999,Vandetanib,6790,10,AURKA
10201-101,CH5424802,6790,10,AURKA
10206-101,RAF 265,6790,10,AURKA
10206-999,RAF 265,6790,10,AURKA
10207-101,NVP-TAE226,6790,1,AURKA
10208-101,JNK-IN-5A,6790,10,AURKA
10210-101,Go 6976,6790,1,AURKA
10212-101,KIN001-021,6790,10,AURKA
10213-101,KIN001-111,6790,2,AURKA
10214-101,KIN001-123,6790,10,AURKA
10215-101,KIN001-135,6790,2,AURKA
10220-101,PKC412,6790,2,AURKA
10220-999,PKC412,6790,2,AURKA
10221-101,GSK2334470,6790,10,AURKA
10226-101,Tofacitinib,6790,10,AURKA
10226-108,Tofacitinib,6790,10,AURKA
10226-999,Tofacitinib,6790,10,AURKA
10228-102,IKK16,6790,2,AURKA
10229-101,KU63794,6790,10,AURKA
10230-101,Lestaurtinib,6790,1,AURKA
10230-999,Lestaurtinib,6790,1,AURKA
10232-101,Dactolisib,6790,3,AURKA
10233-101,Alpelisib,6790,10,AURKA
10248-101,Doxorubicin,6790,1,AURKA
10248-102,Doxorubicin,6790,1,AURKA
10255-101,GSK1838705A,6790,10,AURKA
10255-999,GSK1838705A,6790,10,AURKA
10285-101,PHA-767491,6790,3,AURKA
10286-102,BS-181,6790,10,AURKA
10287-101,Dinaciclib,6790,10,AURKA
10289-101,AZD4547,6790,2,AURKA
10304-105,Rucaparib,6790,3,AURKA
10337-102,OTSSP167,6790,2,AURKA
10341-101,HG-14-8-02,6790,10,AURKA
10350-101,(s)-CR8,6790,10,AURKA
10356-101,5z-7-oxozeaenol,6790,10,AURKA
10363-101,JNK-IN-8,6790,10,AURKA
10380-101,NMS-1286937,6790,10,AURKA
10385-101,S-Ruxolitinib,6790,3,AURKA
10391-101,Alisertib,6790,1,AURKA
10393-101,AT9283,6790,1,AURKA
10401-101,GW2580,6790,10,AURKA
10405-101,PP1,6790,3,AURKA
10408-101,Sotrastaurin,6790,3,AURKA
10422-101,VX-11e,6790,2,AURKA
10426-101,Barasertib,6790,3,AURKA
10441-101,SB202190,6790,3,AURKA
10443-101,Axitinib,6790,1,AURKA
10444-101,Cediranib,6790,3,AURKA
10445-101,Taselisib,6790,10,AURKA
10453-101,URMC-099,6790,2,AURKA
10458-101,AX20017,6790,2,AURKA
10001-101,Seliciclib,6792,10,CDKL5
10002-101,ALW-II-38-3,6792,10,CDKL5
10004-101,AT-7519,6792,1,CDKL5
10004-102,AT-7519,6792,1,CDKL5
10004-999,AT-7519,6792,1,CDKL5
10006-101,AZD7762,6792,10,CDKL5
10008-101,Sorafenib,6792,10,CDKL5
10008-104,Sorafenib,6792,10,CDKL5
10008-999,Sorafenib,6792,10,CDKL5
10010-101,CP724714,6792,10,CDKL5
10011-101,Alvocidib,6792,1,CDKL5
10011-999,Alvocidib,6792,1,CDKL5
10013-101,GSK461364,6792,10,CDKL5
10013-999,GSK461364,6792,10,CDKL5
10017-101,HG-6-64-01,6792,10,CDKL5
10018-101,Neratinib,6792,10,CDKL5
10018-999,Neratinib,6792,10,CDKL5
10020-101,Dasatinib,6792,10,CDKL5
10020-999,Dasatinib,6792,10,CDKL5
10021-101,Tozasertib,6792,3,CDKL5
10021-999,Tozasertib,6792,3,CDKL5
10023-103,Imatinib,6792,10,CDKL5
10023-999,Imatinib,6792,10,CDKL5
10024-101,NVP-TAE684,6792,10,CDKL5
10024-999,NVP-TAE684,6792,10,CDKL5
10027-101,Crizotinib,6792,10,CDKL5
10027-999,Crizotinib,6792,10,CDKL5
10028-102,BMS345541,6792,10,CDKL5
10028-999,BMS345541,6792,10,CDKL5
10029-101,GW-5074,6792,10,CDKL5
10035-101,Sigma A6730,6792,10,CDKL5
10035-109,Sigma A6730,6792,10,CDKL5
10037-101,AC220,6792,10,CDKL5
10037-999,AC220,6792,10,CDKL5
10038-101,WH-4-023,6792,10,CDKL5
10040-101,R406,6792,10,CDKL5
10040-999,R406,6792,10,CDKL5
10041-101,BI-2536,6792,10,CDKL5
10041-999,BI-2536,6792,10,CDKL5
10042-101,Motesanib,6792,10,CDKL5
10042-999,Motesanib,6792,10,CDKL5
10046-101,SB590885,6792,10,CDKL5
10047-101,Pictilisib,6792,10,CDKL5
10047-999,Pictilisib,6792,10,CDKL5
10048-101,PD184352,6792,10,CDKL5
10048-999,PD184352,6792,10,CDKL5
10049-101,PLX-4720,6792,10,CDKL5
10049-999,PLX-4720,6792,10,CDKL5
10050-101,AZ-628,6792,10,CDKL5
10051-104,Lapatinib,6792,10,CDKL5
10051-999,Lapatinib,6792,10,CDKL5
10056-101,Selumetinib,6792,10,CDKL5
10056-999,Selumetinib,6792,10,CDKL5
10058-101,CG-930,6792,10,CDKL5
10060-101,TAK-715,6792,10,CDKL5
10061-101,NU7441,6792,10,CDKL5
10064-101,WYE-125132,6792,10,CDKL5
10065-101,KIN001-220,6792,10,CDKL5
10066-101,MLN8054,6792,10,CDKL5
10066-999,MLN8054,6792,10,CDKL5
10067-101,Barasertib,6792,10,CDKL5
10067-999,Barasertib,6792,10,CDKL5
10068-101,Vemurafenib,6792,10,CDKL5
10069-101,Enzastaurin,6792,10,CDKL5
10069-999,Enzastaurin,6792,10,CDKL5
10073-101,PHA-793887,6792,2,CDKL5
10076-101,QL-XI-92,6792,10,CDKL5
10079-101,Torin1,6792,10,CDKL5
10080-101,Torin2,6792,10,CDKL5
10083-101,WZ-7043,6792,10,CDKL5
10084-101,WZ3105,6792,10,CDKL5
10086-101,XMD11-50,6792,10,CDKL5
10087-101,XMD11-85h,6792,10,CDKL5
10089-101,XMD14-99,6792,10,CDKL5
10091-101,XMD16-144,6792,10,CDKL5
10092-101,JWE-035,6792,10,CDKL5
10093-101,XMD8-85,6792,10,CDKL5
10094-101,XMD8-92,6792,10,CDKL5
10097-101,Erlotinib,6792,10,CDKL5
10097-102,Erlotinib,6792,10,CDKL5
10097-999,Erlotinib,6792,10,CDKL5
10098-101,Gefitinib,6792,10,CDKL5
10098-999,Gefitinib,6792,10,CDKL5
10099-101,Nilotinib,6792,10,CDKL5
10099-999,Nilotinib,6792,10,CDKL5
10103-101,Staurosporine,6792,2,CDKL5
10103-999,Staurosporine,6792,2,CDKL5
10104-101,RO-3306,6792,10,CDKL5
10106-101,XMD-12,6792,10,CDKL5
10114-101,Pazopanib,6792,10,CDKL5
10114-102,Pazopanib,6792,10,CDKL5
10114-999,Pazopanib,6792,10,CDKL5
10120-102,Canertinib,6792,10,CDKL5
10120-999,Canertinib,6792,10,CDKL5
10123-101,SGX523,6792,10,CDKL5
10123-999,SGX523,6792,10,CDKL5
10125-101,PHA-665752,6792,10,CDKL5
10125-999,PHA-665752,6792,10,CDKL5
10126-101,PI103,6792,10,CDKL5
10126-102,PI103,6792,10,CDKL5
10126-999,PI103,6792,10,CDKL5
10128-101,GSK 690693,6792,10,CDKL5
10128-999,GSK 690693,6792,10,CDKL5
10129-101,Ibrutinib,6792,10,CDKL5
10130-101,Masitinib,6792,10,CDKL5
10130-999,Masitinib,6792,10,CDKL5
10132-101,SNS-032,6792,1,CDKL5
10132-999,SNS-032,6792,1,CDKL5
10133-101,Afatinib,6792,10,CDKL5
10133-999,Afatinib,6792,10,CDKL5
10138-101,Ruxolitinib,6792,10,CDKL5
10138-105,Ruxolitinib,6792,10,CDKL5
10138-999,Ruxolitinib,6792,10,CDKL5
10141-101,Fedratinib,6792,3,CDKL5
10141-999,Fedratinib,6792,3,CDKL5
10146-101,Omipalisib,6792,10,CDKL5
10147-101,Buparlisib,6792,10,CDKL5
10151-101,Nintedanib,6792,10,CDKL5
10151-999,Nintedanib,6792,10,CDKL5
10157-101,Foretinib,6792,3,CDKL5
10157-999,Foretinib,6792,3,CDKL5
10167-101,SB 203580,6792,10,CDKL5
10167-999,SB 203580,6792,10,CDKL5
10168-101,VX-745,6792,10,CDKL5
10168-999,VX-745,6792,10,CDKL5
10169-101,Doramapimod,6792,10,CDKL5
10169-999,Doramapimod,6792,10,CDKL5
10172-101,GSK1059615,6792,10,CDKL5
10175-101,Sunitinib,6792,10,CDKL5
10175-106,Sunitinib,6792,10,CDKL5
10175-999,Sunitinib,6792,10,CDKL5
10177-101,Brivanib,6792,10,CDKL5
10177-999,Brivanib,6792,10,CDKL5
10181-101,GDC-0879,6792,10,CDKL5
10181-999,GDC-0879,6792,10,CDKL5
10182-101,Linifanib,6792,10,CDKL5
10182-999,Linifanib,6792,10,CDKL5
10189-101,Bosutinib,6792,10,CDKL5
10189-999,Bosutinib,6792,10,CDKL5
10192-101,KW2449,6792,10,CDKL5
10192-999,KW2449,6792,10,CDKL5
10198-101,Vandetanib,6792,10,CDKL5
10198-999,Vandetanib,6792,10,CDKL5
10206-101,RAF 265,6792,10,CDKL5
10206-999,RAF 265,6792,10,CDKL5
10220-101,PKC412,6792,10,CDKL5
10220-999,PKC412,6792,10,CDKL5
10223-101,AG1478,6792,10,CDKL5
10226-101,Tofacitinib,6792,10,CDKL5
10226-108,Tofacitinib,6792,10,CDKL5
10226-999,Tofacitinib,6792,10,CDKL5
10229-101,KU63794,6792,10,CDKL5
10230-101,Lestaurtinib,6792,1,CDKL5
10230-999,Lestaurtinib,6792,1,CDKL5
10232-101,Dactolisib,6792,10,CDKL5
10233-101,Alpelisib,6792,10,CDKL5
10255-101,GSK1838705A,6792,10,CDKL5
10255-999,GSK1838705A,6792,10,CDKL5
10286-102,BS-181,6792,10,CDKL5
10289-101,AZD4547,6792,10,CDKL5
10340-101,HG-9-91-01,6792,10,CDKL5
10341-101,HG-14-8-02,6792,10,CDKL5
10342-101,HG-14-10-04,6792,10,CDKL5
10350-101,(s)-CR8,6792,10,CDKL5
10354-101,Baricitinib,6792,10,CDKL5
10355-101,CGP74514A,6792,10,CDKL5
10356-101,5z-7-oxozeaenol,6792,10,CDKL5
10363-101,JNK-IN-8,6792,10,CDKL5
10401-101,GW2580,6792,10,CDKL5
10443-101,Axitinib,6792,10,CDKL5
10444-101,Cediranib,6792,10,CDKL5
10445-101,Taselisib,6792,10,CDKL5
10001-101,Seliciclib,6793,10,STK10
10002-101,ALW-II-38-3,6793,10,STK10
10003-101,ALW-II-49-7,6793,10,STK10
10004-101,AT-7519,6793,10,STK10
10004-102,AT-7519,6793,10,STK10
10004-999,AT-7519,6793,10,STK10
10006-101,AZD7762,6793,2,STK10
10008-101,Sorafenib,6793,2,STK10
10008-104,Sorafenib,6793,2,STK10
10008-999,Sorafenib,6793,2,STK10
10010-101,CP724714,6793,10,STK10
10011-101,Alvocidib,6793,10,STK10
10011-999,Alvocidib,6793,10,STK10
10012-101,GSK429286A,6793,10,STK10
10013-101,GSK461364,6793,1,STK10
10013-999,GSK461364,6793,1,STK10
10014-101,GW843682X,6793,2,STK10
10015-101,HG-5-113-01,6793,2,STK10
10016-101,HG-5-88-01,6793,10,STK10
10017-101,HG-6-64-01,6793,2,STK10
10018-101,Neratinib,6793,1,STK10
10018-999,Neratinib,6793,1,STK10
10020-101,Dasatinib,6793,3,STK10
10020-999,Dasatinib,6793,3,STK10
10021-101,Tozasertib,6793,2,STK10
10021-999,Tozasertib,6793,2,STK10
10023-103,Imatinib,6793,10,STK10
10023-999,Imatinib,6793,10,STK10
10024-101,NVP-TAE684,6793,1,STK10
10024-999,NVP-TAE684,6793,1,STK10
10025-101,CGP60474,6793,10,STK10
10026-101,PD173074,6793,10,STK10
10027-101,Crizotinib,6793,1,STK10
10027-999,Crizotinib,6793,1,STK10
10028-102,BMS345541,6793,10,STK10
10028-999,BMS345541,6793,10,STK10
10029-101,GW-5074,6793,10,STK10
10037-101,AC220,6793,3,STK10
10037-999,AC220,6793,3,STK10
10038-101,WH-4-023,6793,2,STK10
10039-101,WH-4-025,6793,2,STK10
10040-101,R406,6793,1,STK10
10040-999,R406,6793,1,STK10
10041-101,BI-2536,6793,3,STK10
10041-999,BI-2536,6793,3,STK10
10042-101,Motesanib,6793,3,STK10
10042-999,Motesanib,6793,3,STK10
10045-101,A443654,6793,10,STK10
10047-101,Pictilisib,6793,10,STK10
10047-999,Pictilisib,6793,10,STK10
10048-101,PD184352,6793,10,STK10
10048-999,PD184352,6793,10,STK10
10049-101,PLX-4720,6793,10,STK10
10049-999,PLX-4720,6793,10,STK10
10050-101,AZ-628,6793,2,STK10
10051-104,Lapatinib,6793,3,STK10
10051-999,Lapatinib,6793,3,STK10
10053-101,ZSTK474,6793,10,STK10
10056-101,Selumetinib,6793,10,STK10
10056-999,Selumetinib,6793,10,STK10
10058-101,CG-930,6793,10,STK10
10059-101,AZD-6482,6793,10,STK10
10061-101,NU7441,6793,10,STK10
10064-101,WYE-125132,6793,10,STK10
10066-101,MLN8054,6793,3,STK10
10066-999,MLN8054,6793,3,STK10
10067-101,Barasertib,6793,3,STK10
10067-999,Barasertib,6793,3,STK10
10069-101,Enzastaurin,6793,10,STK10
10069-999,Enzastaurin,6793,10,STK10
10073-101,PHA-793887,6793,10,STK10
10075-101,QL-X-138,6793,10,STK10
10076-101,QL-XI-92,6793,10,STK10
10079-101,Torin1,6793,10,STK10
10080-101,Torin2,6793,10,STK10
10082-101,WZ-4-145,6793,2,STK10
10083-101,WZ-7043,6793,10,STK10
10085-101,WZ4002,6793,10,STK10
10086-101,XMD11-50,6793,10,STK10
10087-101,XMD11-85h,6793,10,STK10
10090-101,XMD15-27,6793,10,STK10
10093-101,XMD8-85,6793,10,STK10
10094-101,XMD8-92,6793,10,STK10
10095-101,ZG-10,6793,10,STK10
10097-101,Erlotinib,6793,1,STK10
10097-102,Erlotinib,6793,1,STK10
10097-999,Erlotinib,6793,1,STK10
10098-101,Gefitinib,6793,2,STK10
10098-999,Gefitinib,6793,2,STK10
10099-101,Nilotinib,6793,3,STK10
10099-999,Nilotinib,6793,3,STK10
10101-101,PD0325901,6793,10,STK10
10103-101,Staurosporine,6793,1,STK10
10103-999,Staurosporine,6793,1,STK10
10105-101,MPS-1-IN-1,6793,10,STK10
10106-101,XMD-12,6793,10,STK10
10114-101,Pazopanib,6793,1,STK10
10114-102,Pazopanib,6793,1,STK10
10114-999,Pazopanib,6793,1,STK10
10120-102,Canertinib,6793,3,STK10
10120-999,Canertinib,6793,3,STK10
10123-101,SGX523,6793,10,STK10
10123-999,SGX523,6793,10,STK10
10125-101,PHA-665752,6793,2,STK10
10125-999,PHA-665752,6793,2,STK10
10126-101,PI103,6793,10,STK10
10126-102,PI103,6793,10,STK10
10126-999,PI103,6793,10,STK10
10127-101,Dovitinib,6793,2,STK10
10127-999,Dovitinib,6793,2,STK10
10128-101,GSK 690693,6793,10,STK10
10128-999,GSK 690693,6793,10,STK10
10130-101,Masitinib,6793,10,STK10
10130-999,Masitinib,6793,10,STK10
10132-101,SNS-032,6793,10,STK10
10132-999,SNS-032,6793,10,STK10
10133-101,Afatinib,6793,3,STK10
10133-999,Afatinib,6793,3,STK10
10138-101,Ruxolitinib,6793,10,STK10
10138-105,Ruxolitinib,6793,10,STK10
10138-999,Ruxolitinib,6793,10,STK10
10140-101,Momelotinib,6793,10,STK10
10140-114,Momelotinib,6793,10,STK10
10141-101,Fedratinib,6793,3,STK10
10141-999,Fedratinib,6793,3,STK10
10143-101,BMS 777607,6793,2,STK10
10147-101,Buparlisib,6793,10,STK10
10151-101,Nintedanib,6793,1,STK10
10151-999,Nintedanib,6793,1,STK10
10157-101,Foretinib,6793,1,STK10
10157-999,Foretinib,6793,1,STK10
10159-101,Pelitinib,6793,2,STK10
10162-101,SP600125,6793,10,STK10
10167-101,SB 203580,6793,10,STK10
10167-999,SB 203580,6793,10,STK10
10168-101,VX-745,6793,10,STK10
10168-999,VX-745,6793,10,STK10
10169-101,Doramapimod,6793,1,STK10
10169-999,Doramapimod,6793,1,STK10
10171-101,TGX221,6793,10,STK10
10172-101,GSK1059615,6793,2,STK10
10175-101,Sunitinib,6793,1,STK10
10175-106,Sunitinib,6793,1,STK10
10175-999,Sunitinib,6793,1,STK10
10177-101,Brivanib,6793,2,STK10
10177-999,Brivanib,6793,2,STK10
10181-101,GDC-0879,6793,3,STK10
10181-999,GDC-0879,6793,3,STK10
10182-101,Linifanib,6793,2,STK10
10182-999,Linifanib,6793,2,STK10
10187-101,Ki20227,6793,1,STK10
10187-999,Ki20227,6793,1,STK10
10189-101,Bosutinib,6793,1,STK10
10189-999,Bosutinib,6793,1,STK10
10192-101,KW2449,6793,1,STK10
10192-999,KW2449,6793,1,STK10
10198-101,Vandetanib,6793,1,STK10
10198-999,Vandetanib,6793,1,STK10
10206-101,RAF 265,6793,1,STK10
10206-999,RAF 265,6793,1,STK10
10212-101,KIN001-021,6793,10,STK10
10213-101,KIN001-111,6793,2,STK10
10220-101,PKC412,6793,2,STK10
10220-999,PKC412,6793,2,STK10
10226-101,Tofacitinib,6793,10,STK10
10226-108,Tofacitinib,6793,10,STK10
10226-999,Tofacitinib,6793,10,STK10
10229-101,KU63794,6793,10,STK10
10230-101,Lestaurtinib,6793,1,STK10
10230-999,Lestaurtinib,6793,1,STK10
10232-101,Dactolisib,6793,10,STK10
10233-101,Alpelisib,6793,10,STK10
10255-101,GSK1838705A,6793,10,STK10
10255-999,GSK1838705A,6793,10,STK10
10286-102,BS-181,6793,10,STK10
10287-101,Dinaciclib,6793,10,STK10
10289-101,AZD4547,6793,2,STK10
10337-102,OTSSP167,6793,2,STK10
10340-101,HG-9-91-01,6793,2,STK10
10342-101,HG-14-10-04,6793,2,STK10
10350-101,(s)-CR8,6793,10,STK10
10354-101,Baricitinib,6793,10,STK10
10356-101,5z-7-oxozeaenol,6793,10,STK10
10363-101,JNK-IN-8,6793,10,STK10
10364-101,MRT67307,6793,10,STK10
