.identifier_batch	.identifier_sample_name	.metadata_moa_1	.metadata_moa_2	.metadata_treatment_remarks	.metadata_treatment_1	.metadata_treatment_2	.response_aoc	.response_bliss	.metadata_cancer_type	.metadata_cancer_subtype
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.174631448	-0.029496481	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.140820246	0.042796329	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.093125635	0.127169781	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.309186722	0.116252394	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.479215683	0.307532829	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.038922122	-0.045597164	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.247689767	-0.011890854	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.264534105	0.080824008	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.186517172	-0.066761881	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.219349445	0.005317564	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.288705855	-0.136217617	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.295057997	-0.057457511	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.273136049	0.188752116	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.090045	-0.006624699	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.282440664	-0.055736655	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.312436728	0.085828993	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.19579422	-0.081275286	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.418181959	0.098717133	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.305002261	-0.115962272	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.372741086	0.0314089	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.165061383	-0.028946913	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.278539872	0.146370266	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.347950873	-0.027684319	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.214993378	-0.038948417	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	ATRi	NA	Fluorouracil	VX803_M4344	0.295672017	-0.027570035	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.601568938	-0.0709689979999999	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.580344153	0.025301372	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.6657789789999999	-0.205471255	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.699921204	0.031058782	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.646327953	-0.013117291	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.727259633	-0.022809506	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.671876294	-0.062276617	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.661416966	-0.017084399	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.651167727	0.0401419	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.6937846040000001	-0.141433625	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.7475798840000001	-0.032532821	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.637884865	-0.011324657	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.681132793	0.00355768	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.5114907910000001	-0.014069699	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.555507458	0.023006379	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.651497593	0.042473587	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.697775702	0.05435789	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.654027777	0.043146902	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.6602945020000001	-0.060885611	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.573340024	0.043021825	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.607021904	0.0017243929999999	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.693529038	0.029467026	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.695665	-0.048558299	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.638202911	0.026103273	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.610443527	0.028934259	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	ATMi	NA	Gemcitabine	M4076	0.510010838	-0.001759908	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.471669156	0.087808025	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.295859021	0.044038704	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.281628306	0.006632526	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.337419029	0.16680186	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.567827151	0.047957025	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.68978591	0.243917091	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.037850806	0.001367072	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.613187925	0.051974714	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.043458125	0.02818632	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.251709446	0.080814863	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.185736202	0.007831787	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.509369787	0.231799576	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.5272082339999999	0.069428032	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.498256364	0.093786975	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.501985156	0.068826834	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.313396784	0.215279166	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.455375379	0.134577603	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.41446553	0.052287432	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.7711583320000001	0.10423059	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.7749762920000001	0.124696354	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.748814318	0.082513727	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.614377109	0.0980964	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.693768897	0.040934508	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.660108971	0.22008876	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.51588972	0.106750233	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX970_Berzosertib_M6620	0.832053432	0.12100316	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.638597075	0.067732171	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.27986664	0.054113888	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.372292483	0.101657523	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.403511587	0.187057709	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.504302625	0.13496536	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.811907404	0.197601792	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.094820624	0.0060718859999999	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.526064237	0.053434801	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.550673238	0.132375141	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.49654039	0.06301561	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.455088149	0.073106691	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.747716515	0.195646722	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.674288817	0.058105104	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.478728012	0.124520639	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.240672277	0.041063312	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.5530713070000001	0.199256172	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.237591062	0.108358685	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.437500428	0.065603919	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.678904317	0.082813477	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.6804550690000001	0.148297174	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.736988293	0.091571506	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.688354751	0.10674755	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.6945539829999999	0.053877664	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.6725623890000001	0.252365311	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.498724554	0.145075721	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Antimetabolite	ATRi	NA	Gemcitabine	VX803_M4344	0.567708994	0.104288808	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.192966759	0.036401833	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.22018454	-0.047172263	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.230680698	0.088014493	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.143932793	-0.06674729	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.204288151	-0.039973606	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.05721589	-0.125316674	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.22355863	0.110521309	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.325355261	-0.028311024	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.129830593	-0.018866524	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.240163775	-0.181181496	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.192135509	-0.10284907	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.297045031	0.023706326	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.172850924	-0.022684304	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.1730980989999999	-0.083437867	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.238630852	-0.069480509	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.146476746	0.082710928	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.240294997	-0.028640272	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.035928927	-0.138008706	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.189318846	0.032405059	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.154357085	-0.046406935	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.179176938	-0.048115881	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.289967538	0.005769635	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.337224949	0.026733903	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.129040506	-0.020648283	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.246840585	-0.11467773	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Intercalator	ATMi	NA	Lomustine	M4076	0.340450669	-0.121999879	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.194133161	0.066463693	sarcoma	sarcoma - rhabdomyosarcoma
Oncolead_010	ONCOLEAD_CELL_A549	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.142367537	0.028725331	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_ASPC1	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.069109088	0.058375414	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_BXPC3	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.179625075	0.00381426	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_COLO205	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.149515041	0.088717136	colon	colon
Oncolead_010	ONCOLEAD_CELL_DU145	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.299721939	0.163123501	prostate	prostate
Oncolead_010	ONCOLEAD_CELL_HEPG2	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.0076735469999999	-0.015435175	liver	liver
Oncolead_010	ONCOLEAD_CELL_HL60	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.296706067	0.172334431	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_HT29	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.018157443	0.052868592	colon	colon
Oncolead_010	ONCOLEAD_CELL_IGROV1	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.162615913	0.047942039	ovary	ovary
Oncolead_010	ONCOLEAD_CELL_LOVO	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.058544576	0.0583640109999999	colon	colon
Oncolead_010	ONCOLEAD_CELL_MDAMB231	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.348795105	0.152960214	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MDAMB435	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.265198174	0.031346562	melanoma	melanoma
Oncolead_010	ONCOLEAD_CELL_MDAMB436	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.191589564	0.127009168	breast	breast - TNBC
Oncolead_010	ONCOLEAD_CELL_MHHES1	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.203549486	0.028670789	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_MIAPACA2	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.265916017	0.120185281	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_MV411	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.248762709	0.068598918	hematological	heme - AML
Oncolead_010	ONCOLEAD_CELL_NCIH460	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.153754651	0.0847393819999999	lung	lung - NSCLC
Oncolead_010	ONCOLEAD_CELL_PANC1	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.307707453	0.060986437	pancreas	pancreas
Oncolead_010	ONCOLEAD_CELL_RAMOS	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.241786963	-0.030923065	hematological	heme - burkitt lymphoma
Oncolead_010	ONCOLEAD_CELL_RDES	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.314375725	0.095700438	sarcoma	sarcoma - ewings
Oncolead_010	ONCOLEAD_CELL_SAOS2	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.274123171	0.194961383	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_SW620	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.239945684	0.180100916	colon	colon
Oncolead_010	ONCOLEAD_CELL_U2OS	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.303506476	0.244669516	sarcoma	sarcoma - osteosarcoma
Oncolead_010	ONCOLEAD_CELL_U87MG	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.215690595	0.177455181	brain	brain - GBM
Oncolead_010	ONCOLEAD_CELL_WSUNHL	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX970_Berzosertib_M6620	0.403778998	0.042439602	hematological	heme - NHL
Oncolead_010	ONCOLEAD_CELL_A204	Cytostatic_Intercalator	ATRi	NA	Lomustine	VX803_M4344	0.236719296	0.221548772	sarcoma	sarcoma - rhabdomyosarcoma
